Location,Period,Indicator,Dim1,First Tooltip
Eswatini,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,73.1
Eswatini,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,61.46
Eswatini,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,69.4
Eswatini,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,75.09
Eswatini,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,63.35
Eswatini,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,72.47
Eswatini,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,78.28
Eswatini,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,66.3
Eswatini,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,76.32
Eswatini,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,82.28
Eswatini,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,70.01
Eswatini,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,80.75
Eswatini,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,86.96
Eswatini,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,74.33
Eswatini,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,85.65
Eswatini,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,92.02
Eswatini,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,79.04
Eswatini,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,90.95
Eswatini,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,97.39
Eswatini,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,84.19
Eswatini,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,96.44
Eswatini,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,103.1
Eswatini,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,89.54
Eswatini,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,102.1
Eswatini,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,108.9
Eswatini,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,95
Eswatini,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,107.7
Eswatini,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,114.7
Eswatini,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,100.4
Eswatini,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,113.2
Eswatini,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,120.4
Eswatini,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,105.7
Eswatini,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,118.6
Eswatini,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,125.9
Eswatini,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,111
Eswatini,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,124.1
Eswatini,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,131.4
Eswatini,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,116.3
Eswatini,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,129.6
Eswatini,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,137.2
Eswatini,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,121.7
Eswatini,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,135.6
Eswatini,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,143.2
Eswatini,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,127.4
Eswatini,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,141.6
Eswatini,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,149.4
Eswatini,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,133.3
Eswatini,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,147.6
Eswatini,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,155.6
Eswatini,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,139.2
Eswatini,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,153.5
Eswatini,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,161.7
Eswatini,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,144.8
Eswatini,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,159.2
Eswatini,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,167.5
Eswatini,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,150.2
Eswatini,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,164.4
Eswatini,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,173
Eswatini,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,155.4
Eswatini,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,169.4
Eswatini,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,178.1
Eswatini,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,160.2
Eswatini,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,173.9
Eswatini,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,182.6
Eswatini,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,164.7
Eswatini,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,178.3
Eswatini,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,187.1
Eswatini,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,168.8
Eswatini,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,182.4
Eswatini,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,191.4
Eswatini,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,172.8
Eswatini,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,186.6
Eswatini,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,195.9
Eswatini,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,177
Eswatini,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,190.9
Eswatini,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,200
Eswatini,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,181.1
Eswatini,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,194.9
Eswatini,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,204.1
Eswatini,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,184.9
Eswatini,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,198.8
Eswatini,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,208
Eswatini,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,188.8
Eswatini,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,202.2
Eswatini,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,211.8
Eswatini,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,192.5
Eswatini,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,205.9
Eswatini,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,215.5
Eswatini,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,196.1
Eswatini,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,209.3
Eswatini,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,219.1
Eswatini,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,199.4
Eswatini,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,212.8
Eswatini,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,222.6
Eswatini,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,202.6
Eswatini,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,216.1
Eswatini,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,225.8
Eswatini,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,205.8
Eswatini,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,219.2
Eswatini,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,229
Eswatini,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,208.8
Eswatini,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,222.2
Eswatini,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,232.2
Eswatini,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,211.7
Eswatini,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,225.1
Eswatini,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,235.4
Eswatini,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,214.4
Eswatini,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,228.1
Eswatini,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,238.3
Eswatini,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,217.3
Eswatini,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,230.7
Eswatini,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,241
Eswatini,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,220.3
Eswatini,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,233.6
Eswatini,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,243.8
Eswatini,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,222.8
Eswatini,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,236.6
Eswatini,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,247
Eswatini,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,225.6
Eswatini,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,239.5
Eswatini,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,250.2
Eswatini,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,228.4
Ethiopia,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,50.74
Ethiopia,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,56.24
Ethiopia,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,44.93
Ethiopia,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,53.12
Ethiopia,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,58.81
Ethiopia,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,47.14
Ethiopia,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,55.84
Ethiopia,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,61.77
Ethiopia,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,49.68
Ethiopia,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,58.89
Ethiopia,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,65.02
Ethiopia,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,52.45
Ethiopia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,62.23
Ethiopia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,68.56
Ethiopia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,55.58
Ethiopia,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,65.76
Ethiopia,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,72.28
Ethiopia,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,58.89
Ethiopia,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,69.48
Ethiopia,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,76.27
Ethiopia,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,62.3
Ethiopia,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,73.42
Ethiopia,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,80.44
Ethiopia,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,66.03
Ethiopia,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,77.64
Ethiopia,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,84.84
Ethiopia,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,69.94
Ethiopia,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,81.98
Ethiopia,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,89.51
Ethiopia,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,74.07
Ethiopia,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,86.66
Ethiopia,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,94.48
Ethiopia,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,78.47
Ethiopia,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,91.68
Ethiopia,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,99.81
Ethiopia,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,83.13
Ethiopia,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,97.06
Ethiopia,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,105.4
Ethiopia,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,88.27
Ethiopia,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,102.8
Ethiopia,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,111.4
Ethiopia,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,93.67
Ethiopia,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,108.8
Ethiopia,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,117.8
Ethiopia,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,99.49
Ethiopia,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,115.2
Ethiopia,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,124.4
Ethiopia,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,105.4
Ethiopia,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,121.6
Ethiopia,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,131.2
Ethiopia,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,111.6
Ethiopia,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,128
Ethiopia,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,137.9
Ethiopia,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,117.7
Ethiopia,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,134.3
Ethiopia,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,144.4
Ethiopia,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,123.7
Ethiopia,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,140.3
Ethiopia,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,150.6
Ethiopia,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,129.5
Ethiopia,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,146.2
Ethiopia,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,156.7
Ethiopia,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,135.1
Ethiopia,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,152.1
Ethiopia,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,162.8
Ethiopia,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,140.8
Ethiopia,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,158.1
Ethiopia,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,169.1
Ethiopia,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,146.6
Ethiopia,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,164.4
Ethiopia,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,175.8
Ethiopia,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,152.5
Ethiopia,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,170.9
Ethiopia,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,182.6
Ethiopia,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,158.8
Ethiopia,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,177.5
Ethiopia,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,189.4
Ethiopia,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,165.1
Ethiopia,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,184
Ethiopia,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,196
Ethiopia,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,171.3
Ethiopia,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,189.9
Ethiopia,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,202.1
Ethiopia,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,177
Ethiopia,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,195.2
Ethiopia,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,207.6
Ethiopia,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,182.1
Ethiopia,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,199.9
Ethiopia,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,212.6
Ethiopia,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,186.7
Ethiopia,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,204.3
Ethiopia,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,217.1
Ethiopia,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,190.9
Ethiopia,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,208.4
Ethiopia,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,221.2
Ethiopia,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,194.8
Ethiopia,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,212.4
Ethiopia,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,225.3
Ethiopia,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,198.7
Ethiopia,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,216.3
Ethiopia,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,229.6
Ethiopia,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,202.3
Ethiopia,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,220.4
Ethiopia,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,234.1
Ethiopia,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,206
Ethiopia,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,224.5
Ethiopia,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,238.6
Ethiopia,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,209.9
Ethiopia,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,228.6
Ethiopia,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,242.9
Ethiopia,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,213.7
Ethiopia,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,232.4
Ethiopia,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,246.8
Ethiopia,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,217.3
Ethiopia,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,235.7
Ethiopia,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,250.2
Ethiopia,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,220.5
Ethiopia,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,238.3
Ethiopia,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,252.8
Ethiopia,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,223
Ethiopia,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,240.2
Ethiopia,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,254.7
Ethiopia,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,224.9
Ethiopia,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,241.4
Ethiopia,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,256.1
Ethiopia,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,226.3
Ethiopia,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,242.1
Ethiopia,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,256.8
Ethiopia,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,226.9
Ethiopia,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,242.6
Ethiopia,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,257.1
Ethiopia,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,227.3
Ethiopia,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,243.1
Ethiopia,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,257.4
Ethiopia,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,227.8
Ethiopia,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,243.3
Ethiopia,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,257.6
Ethiopia,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,228.3
Ethiopia,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,243.5
Ethiopia,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,257.8
Ethiopia,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,228.6
Ethiopia,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,243.9
Ethiopia,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,258.2
Ethiopia,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,228.9
Ethiopia,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,244.2
Ethiopia,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,258.4
Ethiopia,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,229.5
Ethiopia,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,244.8
Ethiopia,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,258.9
Ethiopia,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,229.9
Ethiopia,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,245
Ethiopia,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,259.3
Ethiopia,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,230.2
Ethiopia,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,245.3
Ethiopia,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,259.6
Ethiopia,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,230.6
Ethiopia,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,245.9
Ethiopia,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,260.1
Ethiopia,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,231
Ethiopia,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,246.1
Ethiopia,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,260.4
Ethiopia,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,231.4
Fiji,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.69
Fiji,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,27.87
Fiji,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,23.4
Fiji,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.56
Fiji,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,27.73
Fiji,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,23.29
Fiji,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.19
Fiji,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,27.33
Fiji,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,22.95
Fiji,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,24.74
Fiji,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,26.81
Fiji,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,22.57
Fiji,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,24.31
Fiji,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,26.33
Fiji,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,22.18
Fiji,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,23.95
Fiji,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,25.93
Fiji,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,21.87
Fiji,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,23.71
Fiji,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,25.65
Fiji,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,21.66
Fiji,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,23.6
Fiji,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,25.52
Fiji,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,21.58
