Location,Period,Indicator,Dim1,First Tooltip
Democratic Republic of the Congo,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.22
Democratic Republic of the Congo,2019,New HIV infections (per 1000 uninfected population),Male,0.15
Democratic Republic of the Congo,2019,New HIV infections (per 1000 uninfected population),Female,0.3
Democratic Republic of the Congo,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.32
Democratic Republic of the Congo,2015,New HIV infections (per 1000 uninfected population),Male,0.21
Democratic Republic of the Congo,2015,New HIV infections (per 1000 uninfected population),Female,0.43
Democratic Republic of the Congo,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.49
Democratic Republic of the Congo,2010,New HIV infections (per 1000 uninfected population),Male,0.33
Democratic Republic of the Congo,2010,New HIV infections (per 1000 uninfected population),Female,0.64
Democratic Republic of the Congo,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.68
Democratic Republic of the Congo,2005,New HIV infections (per 1000 uninfected population),Male,0.46
Democratic Republic of the Congo,2005,New HIV infections (per 1000 uninfected population),Female,0.9
Democratic Republic of the Congo,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.91
Democratic Republic of the Congo,2000,New HIV infections (per 1000 uninfected population),Male,0.61
Democratic Republic of the Congo,2000,New HIV infections (per 1000 uninfected population),Female,1.21
Denmark,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Denmark,2019,New HIV infections (per 1000 uninfected population),Male,
Denmark,2019,New HIV infections (per 1000 uninfected population),Female,
Denmark,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Denmark,2015,New HIV infections (per 1000 uninfected population),Male,
Denmark,2015,New HIV infections (per 1000 uninfected population),Female,
Denmark,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Denmark,2010,New HIV infections (per 1000 uninfected population),Male,
Denmark,2010,New HIV infections (per 1000 uninfected population),Female,
Denmark,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Denmark,2005,New HIV infections (per 1000 uninfected population),Male,
Denmark,2005,New HIV infections (per 1000 uninfected population),Female,
Denmark,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Denmark,2000,New HIV infections (per 1000 uninfected population),Male,
Denmark,2000,New HIV infections (per 1000 uninfected population),Female,
Djibouti,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.14
Djibouti,2019,New HIV infections (per 1000 uninfected population),Male,0.14
Djibouti,2019,New HIV infections (per 1000 uninfected population),Female,0.14
Djibouti,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.22
Djibouti,2015,New HIV infections (per 1000 uninfected population),Male,0.22
Djibouti,2015,New HIV infections (per 1000 uninfected population),Female,0.23
Djibouti,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.44
Djibouti,2010,New HIV infections (per 1000 uninfected population),Male,0.42
Djibouti,2010,New HIV infections (per 1000 uninfected population),Female,0.45
Djibouti,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.76
Djibouti,2005,New HIV infections (per 1000 uninfected population),Male,0.73
Djibouti,2005,New HIV infections (per 1000 uninfected population),Female,0.8
Djibouti,2000,New HIV infections (per 1000 uninfected population),Both sexes,2.49
Djibouti,2000,New HIV infections (per 1000 uninfected population),Male,2.29
Djibouti,2000,New HIV infections (per 1000 uninfected population),Female,2.7
Dominican Republic,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.27
Dominican Republic,2019,New HIV infections (per 1000 uninfected population),Male,0.36
Dominican Republic,2019,New HIV infections (per 1000 uninfected population),Female,0.17
Dominican Republic,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.29
Dominican Republic,2015,New HIV infections (per 1000 uninfected population),Male,0.38
Dominican Republic,2015,New HIV infections (per 1000 uninfected population),Female,0.2
Dominican Republic,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.34
Dominican Republic,2010,New HIV infections (per 1000 uninfected population),Male,0.39
Dominican Republic,2010,New HIV infections (per 1000 uninfected population),Female,0.29
Dominican Republic,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.57
Dominican Republic,2005,New HIV infections (per 1000 uninfected population),Male,0.6
Dominican Republic,2005,New HIV infections (per 1000 uninfected population),Female,0.54
Dominican Republic,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.03
Dominican Republic,2000,New HIV infections (per 1000 uninfected population),Male,1.16
Dominican Republic,2000,New HIV infections (per 1000 uninfected population),Female,0.9
Ecuador,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.14
Ecuador,2019,New HIV infections (per 1000 uninfected population),Male,0.2
Ecuador,2019,New HIV infections (per 1000 uninfected population),Female,0.09
Ecuador,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.17
Ecuador,2015,New HIV infections (per 1000 uninfected population),Male,0.24
Ecuador,2015,New HIV infections (per 1000 uninfected population),Female,0.1
Ecuador,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.18
Ecuador,2010,New HIV infections (per 1000 uninfected population),Male,0.26
Ecuador,2010,New HIV infections (per 1000 uninfected population),Female,0.11
Ecuador,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.2
Ecuador,2005,New HIV infections (per 1000 uninfected population),Male,0.29
Ecuador,2005,New HIV infections (per 1000 uninfected population),Female,0.11
Ecuador,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.23
Ecuador,2000,New HIV infections (per 1000 uninfected population),Male,0.33
Ecuador,2000,New HIV infections (per 1000 uninfected population),Female,0.13
Egypt,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Egypt,2019,New HIV infections (per 1000 uninfected population),Male,0.07
Egypt,2019,New HIV infections (per 1000 uninfected population),Female,0.03
Egypt,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Egypt,2015,New HIV infections (per 1000 uninfected population),Male,0.04
Egypt,2015,New HIV infections (per 1000 uninfected population),Female,0.02
Egypt,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.01
Egypt,2010,New HIV infections (per 1000 uninfected population),Male,0.02
Egypt,2010,New HIV infections (per 1000 uninfected population),Female,0
Egypt,2005,New HIV infections (per 1000 uninfected population),Both sexes,0
Egypt,2005,New HIV infections (per 1000 uninfected population),Male,0
Egypt,2005,New HIV infections (per 1000 uninfected population),Female,0
Egypt,2000,New HIV infections (per 1000 uninfected population),Both sexes,0
Egypt,2000,New HIV infections (per 1000 uninfected population),Male,0
Egypt,2000,New HIV infections (per 1000 uninfected population),Female,0
El Salvador,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.14
El Salvador,2019,New HIV infections (per 1000 uninfected population),Male,0.19
El Salvador,2019,New HIV infections (per 1000 uninfected population),Female,0.09
El Salvador,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.18
El Salvador,2015,New HIV infections (per 1000 uninfected population),Male,0.26
El Salvador,2015,New HIV infections (per 1000 uninfected population),Female,0.12
El Salvador,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.29
El Salvador,2010,New HIV infections (per 1000 uninfected population),Male,0.4
El Salvador,2010,New HIV infections (per 1000 uninfected population),Female,0.18
El Salvador,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.41
El Salvador,2005,New HIV infections (per 1000 uninfected population),Male,0.57
El Salvador,2005,New HIV infections (per 1000 uninfected population),Female,0.26
El Salvador,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.44
El Salvador,2000,New HIV infections (per 1000 uninfected population),Male,0.61
El Salvador,2000,New HIV infections (per 1000 uninfected population),Female,0.28
Equatorial Guinea,2019,New HIV infections (per 1000 uninfected population),Both sexes,4.06
Equatorial Guinea,2019,New HIV infections (per 1000 uninfected population),Male,3.77
Equatorial Guinea,2019,New HIV infections (per 1000 uninfected population),Female,4.43
Equatorial Guinea,2015,New HIV infections (per 1000 uninfected population),Both sexes,4.16
Equatorial Guinea,2015,New HIV infections (per 1000 uninfected population),Male,3.85
Equatorial Guinea,2015,New HIV infections (per 1000 uninfected population),Female,4.54
Equatorial Guinea,2010,New HIV infections (per 1000 uninfected population),Both sexes,4.17
Equatorial Guinea,2010,New HIV infections (per 1000 uninfected population),Male,3.84
Equatorial Guinea,2010,New HIV infections (per 1000 uninfected population),Female,4.57
Equatorial Guinea,2005,New HIV infections (per 1000 uninfected population),Both sexes,3.63
Equatorial Guinea,2005,New HIV infections (per 1000 uninfected population),Male,3.3
Equatorial Guinea,2005,New HIV infections (per 1000 uninfected population),Female,#VALUE!
Equatorial Guinea,2000,New HIV infections (per 1000 uninfected population),Both sexes,3.25
Equatorial Guinea,2000,New HIV infections (per 1000 uninfected population),Male,2.92
Equatorial Guinea,2000,New HIV infections (per 1000 uninfected population),Female,3.61
Eritrea,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Eritrea,2019,New HIV infections (per 1000 uninfected population),Male,0.09
Eritrea,2019,New HIV infections (per 1000 uninfected population),Female,0.12
Eritrea,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.14
Eritrea,2015,New HIV infections (per 1000 uninfected population),Male,0.12
Eritrea,2015,New HIV infections (per 1000 uninfected population),Female,0.16
Eritrea,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.26
Eritrea,2010,New HIV infections (per 1000 uninfected population),Male,0.23
Eritrea,2010,New HIV infections (per 1000 uninfected population),Female,0.29
Eritrea,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.43
Eritrea,2005,New HIV infections (per 1000 uninfected population),Male,0.38
Eritrea,2005,New HIV infections (per 1000 uninfected population),Female,0.47
Eritrea,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.63
Eritrea,2000,New HIV infections (per 1000 uninfected population),Male,0.56
Eritrea,2000,New HIV infections (per 1000 uninfected population),Female,0.7
Estonia,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Estonia,2019,New HIV infections (per 1000 uninfected population),Male,
Estonia,2019,New HIV infections (per 1000 uninfected population),Female,
Estonia,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Estonia,2015,New HIV infections (per 1000 uninfected population),Male,
Estonia,2015,New HIV infections (per 1000 uninfected population),Female,
Estonia,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Estonia,2010,New HIV infections (per 1000 uninfected population),Male,
Estonia,2010,New HIV infections (per 1000 uninfected population),Female,
Estonia,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Estonia,2005,New HIV infections (per 1000 uninfected population),Male,
Estonia,2005,New HIV infections (per 1000 uninfected population),Female,
Estonia,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Estonia,2000,New HIV infections (per 1000 uninfected population),Male,
Estonia,2000,New HIV infections (per 1000 uninfected population),Female,
Eswatini,2019,New HIV infections (per 1000 uninfected population),Both sexes,4.9
Eswatini,2019,New HIV infections (per 1000 uninfected population),Male,3.46
Eswatini,2019,New HIV infections (per 1000 uninfected population),Female,6.45
Eswatini,2015,New HIV infections (per 1000 uninfected population),Both sexes,11.3
Eswatini,2015,New HIV infections (per 1000 uninfected population),Male,7.98
Eswatini,2015,New HIV infections (per 1000 uninfected population),Female,14.7
Eswatini,2010,New HIV infections (per 1000 uninfected population),Both sexes,15.1
Eswatini,2010,New HIV infections (per 1000 uninfected population),Male,11.1
Eswatini,2010,New HIV infections (per 1000 uninfected population),Female,19
Eswatini,2005,New HIV infections (per 1000 uninfected population),Both sexes,17.2
Eswatini,2005,New HIV infections (per 1000 uninfected population),Male,13.5
Eswatini,2005,New HIV infections (per 1000 uninfected population),Female,20.8
Eswatini,2000,New HIV infections (per 1000 uninfected population),Both sexes,18.5
Eswatini,2000,New HIV infections (per 1000 uninfected population),Male,15
Eswatini,2000,New HIV infections (per 1000 uninfected population),Female,21.8
Ethiopia,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.16
Ethiopia,2019,New HIV infections (per 1000 uninfected population),Male,0.13
Ethiopia,2019,New HIV infections (per 1000 uninfected population),Female,0.19
Ethiopia,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.21
Ethiopia,2015,New HIV infections (per 1000 uninfected population),Male,0.17
Ethiopia,2015,New HIV infections (per 1000 uninfected population),Female,0.25
Ethiopia,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.37
Ethiopia,2010,New HIV infections (per 1000 uninfected population),Male,0.31
Ethiopia,2010,New HIV infections (per 1000 uninfected population),Female,0.44
Ethiopia,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.59
Ethiopia,2005,New HIV infections (per 1000 uninfected population),Male,0.5
Ethiopia,2005,New HIV infections (per 1000 uninfected population),Female,0.68
Ethiopia,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.07
Ethiopia,2000,New HIV infections (per 1000 uninfected population),Male,0.91
Ethiopia,2000,New HIV infections (per 1000 uninfected population),Female,1.23
Fiji,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.14
Fiji,2019,New HIV infections (per 1000 uninfected population),Male,0.22
Fiji,2019,New HIV infections (per 1000 uninfected population),Female,0.06
Fiji,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Fiji,2015,New HIV infections (per 1000 uninfected population),Male,0.15
Fiji,2015,New HIV infections (per 1000 uninfected population),Female,0.07
Fiji,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Fiji,2010,New HIV infections (per 1000 uninfected population),Male,0.1
Fiji,2010,New HIV infections (per 1000 uninfected population),Female,0.05
Fiji,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Fiji,2005,New HIV infections (per 1000 uninfected population),Male,0.06
Fiji,2005,New HIV infections (per 1000 uninfected population),Female,0.03
Fiji,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Fiji,2000,New HIV infections (per 1000 uninfected population),Male,0.04
Fiji,2000,New HIV infections (per 1000 uninfected population),Female,0.02
Finland,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Finland,2019,New HIV infections (per 1000 uninfected population),Male,
Finland,2019,New HIV infections (per 1000 uninfected population),Female,
Finland,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Finland,2015,New HIV infections (per 1000 uninfected population),Male,
Finland,2015,New HIV infections (per 1000 uninfected population),Female,
Finland,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Finland,2010,New HIV infections (per 1000 uninfected population),Male,
Finland,2010,New HIV infections (per 1000 uninfected population),Female,
Finland,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Finland,2005,New HIV infections (per 1000 uninfected population),Male,
Finland,2005,New HIV infections (per 1000 uninfected population),Female,
Finland,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Finland,2000,New HIV infections (per 1000 uninfected population),Male,
Finland,2000,New HIV infections (per 1000 uninfected population),Female,
France,2019,New HIV infections (per 1000 uninfected population),Both sexes,
France,2019,New HIV infections (per 1000 uninfected population),Male,
France,2019,New HIV infections (per 1000 uninfected population),Female,
France,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.1
France,2015,New HIV infections (per 1000 uninfected population),Male,
France,2015,New HIV infections (per 1000 uninfected population),Female,
France,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.08
France,2010,New HIV infections (per 1000 uninfected population),Male,
France,2010,New HIV infections (per 1000 uninfected population),Female,
France,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.12
France,2005,New HIV infections (per 1000 uninfected population),Male,
France,2005,New HIV infections (per 1000 uninfected population),Female,
France,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.11
France,2000,New HIV infections (per 1000 uninfected population),Male,
France,2000,New HIV infections (per 1000 uninfected population),Female,
Gabon,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.74
Gabon,2019,New HIV infections (per 1000 uninfected population),Male,0.53
Gabon,2019,New HIV infections (per 1000 uninfected population),Female,0.97
Gabon,2015,New HIV infections (per 1000 uninfected population),Both sexes,1.15
Gabon,2015,New HIV infections (per 1000 uninfected population),Male,0.82
Gabon,2015,New HIV infections (per 1000 uninfected population),Female,1.5
Gabon,2010,New HIV infections (per 1000 uninfected population),Both sexes,1.72
Gabon,2010,New HIV infections (per 1000 uninfected population),Male,1.24
Gabon,2010,New HIV infections (per 1000 uninfected population),Female,2.22
Gabon,2005,New HIV infections (per 1000 uninfected population),Both sexes,2.23
Gabon,2005,New HIV infections (per 1000 uninfected population),Male,1.63
Gabon,2005,New HIV infections (per 1000 uninfected population),Female,2.85
Gabon,2000,New HIV infections (per 1000 uninfected population),Both sexes,3.14
Gabon,2000,New HIV infections (per 1000 uninfected population),Male,2.23
Gabon,2000,New HIV infections (per 1000 uninfected population),Female,4.04
Gambia,2019,New HIV infections (per 1000 uninfected population),Both sexes,1.06
Gambia,2019,New HIV infections (per 1000 uninfected population),Male,0.95
Gambia,2019,New HIV infections (per 1000 uninfected population),Female,1.17
Gambia,2015,New HIV infections (per 1000 uninfected population),Both sexes,1.1
Gambia,2015,New HIV infections (per 1000 uninfected population),Male,0.98
Gambia,2015,New HIV infections (per 1000 uninfected population),Female,1.22
Gambia,2010,New HIV infections (per 1000 uninfected population),Both sexes,1.17
Gambia,2010,New HIV infections (per 1000 uninfected population),Male,1.04
Gambia,2010,New HIV infections (per 1000 uninfected population),Female,1.3
Gambia,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.33
Gambia,2005,New HIV infections (per 1000 uninfected population),Male,1.19
Gambia,2005,New HIV infections (per 1000 uninfected population),Female,1.46
Gambia,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.57
Gambia,2000,New HIV infections (per 1000 uninfected population),Male,1.4
Gambia,2000,New HIV infections (per 1000 uninfected population),Female,1.74
Georgia,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Georgia,2019,New HIV infections (per 1000 uninfected population),Male,
Georgia,2019,New HIV infections (per 1000 uninfected population),Female,
Georgia,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Georgia,2015,New HIV infections (per 1000 uninfected population),Male,
Georgia,2015,New HIV infections (per 1000 uninfected population),Female,
Georgia,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Georgia,2010,New HIV infections (per 1000 uninfected population),Male,
Georgia,2010,New HIV infections (per 1000 uninfected population),Female,
Georgia,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Georgia,2005,New HIV infections (per 1000 uninfected population),Male,
Georgia,2005,New HIV infections (per 1000 uninfected population),Female,
Georgia,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Georgia,2000,New HIV infections (per 1000 uninfected population),Male,
Georgia,2000,New HIV infections (per 1000 uninfected population),Female,
Germany,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Germany,2019,New HIV infections (per 1000 uninfected population),Male,
Germany,2019,New HIV infections (per 1000 uninfected population),Female,
Germany,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Germany,2015,New HIV infections (per 1000 uninfected population),Male,
Germany,2015,New HIV infections (per 1000 uninfected population),Female,
Germany,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Germany,2010,New HIV infections (per 1000 uninfected population),Male,
Germany,2010,New HIV infections (per 1000 uninfected population),Female,
Germany,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Germany,2005,New HIV infections (per 1000 uninfected population),Male,
Germany,2005,New HIV infections (per 1000 uninfected population),Female,
Germany,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Germany,2000,New HIV infections (per 1000 uninfected population),Male,
Germany,2000,New HIV infections (per 1000 uninfected population),Female,
Ghana,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.7
Ghana,2019,New HIV infections (per 1000 uninfected population),Male,0.55
Ghana,2019,New HIV infections (per 1000 uninfected population),Female,0.86
Ghana,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.8
Ghana,2015,New HIV infections (per 1000 uninfected population),Male,0.64
Ghana,2015,New HIV infections (per 1000 uninfected population),Female,0.97
Ghana,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.99
Ghana,2010,New HIV infections (per 1000 uninfected population),Male,0.79
Ghana,2010,New HIV infections (per 1000 uninfected population),Female,1.21
Ghana,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.13
Ghana,2005,New HIV infections (per 1000 uninfected population),Male,0.92
Ghana,2005,New HIV infections (per 1000 uninfected population),Female,1.35
Ghana,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.47
Ghana,2000,New HIV infections (per 1000 uninfected population),Male,1.19
Ghana,2000,New HIV infections (per 1000 uninfected population),Female,1.76
Greece,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Greece,2019,New HIV infections (per 1000 uninfected population),Male,
Greece,2019,New HIV infections (per 1000 uninfected population),Female,
Greece,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Greece,2015,New HIV infections (per 1000 uninfected population),Male,
Greece,2015,New HIV infections (per 1000 uninfected population),Female,
Greece,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Greece,2010,New HIV infections (per 1000 uninfected population),Male,
Greece,2010,New HIV infections (per 1000 uninfected population),Female,
Greece,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Greece,2005,New HIV infections (per 1000 uninfected population),Male,
Greece,2005,New HIV infections (per 1000 uninfected population),Female,
Greece,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Greece,2000,New HIV infections (per 1000 uninfected population),Male,
Greece,2000,New HIV infections (per 1000 uninfected population),Female,
Guatemala,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Guatemala,2019,New HIV infections (per 1000 uninfected population),Male,0.09
Guatemala,2019,New HIV infections (per 1000 uninfected population),Female,0.05
Guatemala,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.09
Guatemala,2015,New HIV infections (per 1000 uninfected population),Male,0.12
Guatemala,2015,New HIV infections (per 1000 uninfected population),Female,0.06
Guatemala,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.14
Guatemala,2010,New HIV infections (per 1000 uninfected population),Male,0.17
Guatemala,2010,New HIV infections (per 1000 uninfected population),Female,0.12
Guatemala,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.21
Guatemala,2005,New HIV infections (per 1000 uninfected population),Male,0.22
Guatemala,2005,New HIV infections (per 1000 uninfected population),Female,0.21
Guatemala,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.26
Guatemala,2000,New HIV infections (per 1000 uninfected population),Male,0.3
Guatemala,2000,New HIV infections (per 1000 uninfected population),Female,0.22
Guinea,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.39
Guinea,2019,New HIV infections (per 1000 uninfected population),Male,0.3
Guinea,2019,New HIV infections (per 1000 uninfected population),Female,0.48
Guinea,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.57
Guinea,2015,New HIV infections (per 1000 uninfected population),Male,0.45
Guinea,2015,New HIV infections (per 1000 uninfected population),Female,0.68
Guinea,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.74
Guinea,2010,New HIV infections (per 1000 uninfected population),Male,0.58
Guinea,2010,New HIV infections (per 1000 uninfected population),Female,0.88
Guinea,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.95
Guinea,2005,New HIV infections (per 1000 uninfected population),Male,0.76
Guinea,2005,New HIV infections (per 1000 uninfected population),Female,1.14
Guinea,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.27
Guinea,2000,New HIV infections (per 1000 uninfected population),Male,0.99
Guinea,2000,New HIV infections (per 1000 uninfected population),Female,1.53
Guinea-Bissau,2019,New HIV infections (per 1000 uninfected population),Both sexes,1.15
Guinea-Bissau,2019,New HIV infections (per 1000 uninfected population),Male,1.01
Guinea-Bissau,2019,New HIV infections (per 1000 uninfected population),Female,1.29
Guinea-Bissau,2015,New HIV infections (per 1000 uninfected population),Both sexes,1.51
Guinea-Bissau,2015,New HIV infections (per 1000 uninfected population),Male,1.32
Guinea-Bissau,2015,New HIV infections (per 1000 uninfected population),Female,1.7
Guinea-Bissau,2010,New HIV infections (per 1000 uninfected population),Both sexes,2.05
Guinea-Bissau,2010,New HIV infections (per 1000 uninfected population),Male,1.81
Guinea-Bissau,2010,New HIV infections (per 1000 uninfected population),Female,2.28
Guinea-Bissau,2005,New HIV infections (per 1000 uninfected population),Both sexes,2.57
Guinea-Bissau,2005,New HIV infections (per 1000 uninfected population),Male,2.28
Guinea-Bissau,2005,New HIV infections (per 1000 uninfected population),Female,2.84
Guinea-Bissau,2000,New HIV infections (per 1000 uninfected population),Both sexes,3.56
Guinea-Bissau,2000,New HIV infections (per 1000 uninfected population),Male,3.1
Guinea-Bissau,2000,New HIV infections (per 1000 uninfected population),Female,3.99
Guyana,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.42
Guyana,2019,New HIV infections (per 1000 uninfected population),Male,0.45
Guyana,2019,New HIV infections (per 1000 uninfected population),Female,0.4
Guyana,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.51
Guyana,2015,New HIV infections (per 1000 uninfected population),Male,0.57
Guyana,2015,New HIV infections (per 1000 uninfected population),Female,0.45
Guyana,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.62
Guyana,2010,New HIV infections (per 1000 uninfected population),Male,0.74
Guyana,2010,New HIV infections (per 1000 uninfected population),Female,0.51
Guyana,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.91
Guyana,2005,New HIV infections (per 1000 uninfected population),Male,0.89
Guyana,2005,New HIV infections (per 1000 uninfected population),Female,0.92
Guyana,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.88
Guyana,2000,New HIV infections (per 1000 uninfected population),Male,0.69
Guyana,2000,New HIV infections (per 1000 uninfected population),Female,1.08
Haiti,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.52
Haiti,2019,New HIV infections (per 1000 uninfected population),Male,0.49
Haiti,2019,New HIV infections (per 1000 uninfected population),Female,0.54
Haiti,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.69
Haiti,2015,New HIV infections (per 1000 uninfected population),Male,0.65
Haiti,2015,New HIV infections (per 1000 uninfected population),Female,0.73
Haiti,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.92
Haiti,2010,New HIV infections (per 1000 uninfected population),Male,0.88
Haiti,2010,New HIV infections (per 1000 uninfected population),Female,0.97
Haiti,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.12
Haiti,2005,New HIV infections (per 1000 uninfected population),Male,1.07
Haiti,2005,New HIV infections (per 1000 uninfected population),Female,1.18
Haiti,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.44
Haiti,2000,New HIV infections (per 1000 uninfected population),Male,1.37
Haiti,2000,New HIV infections (per 1000 uninfected population),Female,1.5
Honduras,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Honduras,2019,New HIV infections (per 1000 uninfected population),Male,0.16
Honduras,2019,New HIV infections (per 1000 uninfected population),Female,0.07
Honduras,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.13
Honduras,2015,New HIV infections (per 1000 uninfected population),Male,0.18
Honduras,2015,New HIV infections (per 1000 uninfected population),Female,0.08
Honduras,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Honduras,2010,New HIV infections (per 1000 uninfected population),Male,0.16
Honduras,2010,New HIV infections (per 1000 uninfected population),Female,0.07
Honduras,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.13
Honduras,2005,New HIV infections (per 1000 uninfected population),Male,0.18
Honduras,2005,New HIV infections (per 1000 uninfected population),Female,0.09
Honduras,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.36
Honduras,2000,New HIV infections (per 1000 uninfected population),Male,0.48
Honduras,2000,New HIV infections (per 1000 uninfected population),Female,0.23
Hungary,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Hungary,2019,New HIV infections (per 1000 uninfected population),Male,
Hungary,2019,New HIV infections (per 1000 uninfected population),Female,
Hungary,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Hungary,2015,New HIV infections (per 1000 uninfected population),Male,
